N,!!
N,Ok.
P,Awesome app.
N,Not bad.
P,Really love this.
P,Love it.
P,Was amazing!
P,Its really an awsum app...i jst luvd it...!!!!!
N,Its a good one....
P,Nice app.
P,I really so osm super app.
N,It won't let me install it because of insuficient space but i deleted everything and it still won't install...is it my phone?
N,Is it the app itself?
N,Help.
P,I love this app.
P,Nice apps.
N,Camera 360.
P,Good.
P,Good .
P,Like.
N,Dope!
P,It's a great app.
N,Must download.
P,Good.
N,Rhose.
N,It is good enough!
N,It works for me.
P,Best I've seen.
N,Like'it.
N,"Very nice and enjoyable apps ,,,keep it up guys ,,thanks."
E,"This is a great camera, I love the effects and different camera options."
E,One option is still missing - Panorama.
N,Can you add that?
N,jj.
N,Hahahahha noob.
P,Best camera ever.
P,The best photo app experience !
P,cool.
P,Nice.
N,wish it wont eat up RAM when not being use...
N,Ya.
N,Its not working on my samsung.
P,Nice.
N,Its ok.
E,Helpful.
P,Really cool!!!
P,good.
N,Retrica has that 4 pics or 4 shots 1 click ur looking for... To lulu lau.
N,thank u finally my camera 360 successfuly downloaded.
N,its so great that I have this....
P,I am using this app and I found that this app is awesome and brilliant.
P,I love it so much as well as everyone in the country also love it.
N,The photos was taken by this camera 360 Ultimate is beautiful and smoothest.
R,"One problem is need to be improved in order to make this app more famous in the world, I would like to do a recommendation as below:  Recently, This app has been upgraded to have a ID card Photo for user to take his/her partner's photo for ID Card of his friends and families, but the small thing is the camera could not take a self ID photo for Card."
N,"it can only be used for his partners photo, but it cannot take his/her own photo via this apps."
R,I would suggest to upgrade for the front camera in order to let the users can take ID Card photos using the front Camera.
N,Thanks.
N,Family.
P,Very nice.
P,i love this apps.
P,Easy n fantastic.
N,Huhhh.....
N,It's work...!!!
N,Cocok utk ibu2 & om2....buat nyamarin kerutan dan minyak ddi wajah....pisss!
N,Camera 360.
N,K k k.
N,It won't install.
N,Thnak you.
N,I can't install it!!!!
P,I love this app very best  performance ...
P,Good camera liked it...but one little bug...power button doesnt work or gets disabled while using app.....
P,im solove camera 360.
E,Excellent.
N,Better.
N,Like this.
P,I like the app plsss help me I like download.
N,I can`t download.
N,Cgh.
P,Some of bugs are in their but good.
P,I luv dis app.
P,Good.
N,Bagus.
N,ia hebat boleh membuat kita menjadi cantik.I like this thing i can download this at google play.
N,Dwonload.
P,Effect are so cool....best camera app.
P,Really awesome!
N,Improve much.
N,Cant download this app the fck!
B,You should fix this.
P,Kaki like.
N,make it removable please.
N,Not getting downloaded.
P,Good.
P,Owooooooooo just awesomeeeeeeeee :) Thanks a million PINGUO INC. :-*.
P,I like it!
P,Awesome.
N,He.
B,Cant open this app and it says I need to reboot the app.
P,Why like that?
P,Best camera app so far.
N,Cant downloded why?
B,i really cant install it!please fixed this and u will deserve more stars from me.
E,it is awesome but too slow.
N,Esey ko kheta han camera.
N,Pix as never getting better than this....got my full endorsement.
N,Thumps up!!!
N,I want cartoon effect in android.....
B,i like the app but avira keeps detecting it as a malware and its annoying.
B,please fix it.
N,thanks.
N,Yesssss i can selfie with my white skin with camera360 .
N,With this camera my white can white as frozen .
N,Hay.
N,The back camera for techno M7 is not workn.
N,Try to upgrade it.
P,i like this apps.
P,Nice app really to good.
P,Verry good.
N,Wow.
N,Boy.
P,Good.
B,Suddenly causing my phone to crash when I snap pics.
B,That's if the app itself doesn't crash first.
N,Forced to uninstall a winner app....
N,Ok.
N,doody.
E,Its easy to use :).
N,I ?
N,it so much !
P,I couldn't install this app pls help me coz i love so much this and i want this i like this too it's so very nice im using android version 4.2.2 pls help.
P,This is Amaaazing !!!
N,App guys.
P,Mmg best.
P,I like it.
N,J.
P,wonderful application.
E,photo editing is now so cool.....:).
N,Luv it.
N,It was nice for me...thanks.
P,Good.
N,Apps.
P,love much.
E,I Love this Add A Little more Effect.
N,On Ma Pictures.
N,#NAME?
P,Awesome.
P,I like it.
E,Excellent....
P,Love.
P,Awesome.
P,Owesome.
N,Nice??
P,Nice.
N,Excelent.
P,I love this application ??
N,Gr8 app....5star.
N,Abdi hassan.
N,love it...but it make me hard to upload my picture on ig...
E,I love this camera 360 cause the filter is good :) ?????
P,Awesom.
N,Normal edit pics...........
P,Awesome app...!!!
E,I love the effects... It works well... :).
N,mantap.
N,Not bad.
N,How are you...
N,Marlonfe photoshoot.
B,i love this app and its already installed in my phone ' but i cant open '  plesase fix it .
E,This app makes me beautiful just by using filters but I would love it if you could choose a pic already taken in your gallery.
R,Never felt so special... It's like magic... Best pictures ever... Now I just can't stop taking pics anymore.... thank you.... thank you.... ^_^.
P,It's amazing.
N,ok.
P,Awesome apps.
P,love it.
E,user friendly and various effect.and it's freeee...!!!
P,Like.
P,"I really love this app one shot four pictures, awesome."
P,Great app.
P,I love it thanks to camera 360.
P,The best camera app.
N,:).
N,I really like this app...its have more camera effects.
N,Need more scene :).
P,Good.
P,Love this app.
N,Mantap.
P,Good.
N,mantapp.
E,Verry beautiful.
N,&lt;3.
N,Brush.
N,yo de bct.
P,Best editing app.
N,Gud 1.
N,5? :).
N,Make me get a perfect picture.
P,Best of the best.
P,Love it.
P,awesome.
E,New version more attractive...
P,Great Photo Apps.
P,Love it.
P,Verry nice.
P,Loved it.
P,Perfect for me.
N,Best camera app in whole play store with all types of camera.
N,Hoa.
P,Love this app so much.
E,It so helpful.
N,Please add more effect and I will give you 6 stars.
N,:p.
P,@ 1 word amazing.
P,Good.
N,It couldn't get any better than this!
N,No words to say !
N,It smooth but not clear.
N,It almost erases my pimples.
P,S??per i lo ve it.
N,Like to see you there.
P,Iloveit.
P,Well a great app for clicking photos definitly the best one till now...
P,Its  very goood.
N,download.
P,Good.
P,Its really helpg out...good apps.
N,Me.
N,Application camera.
N,Omg.
P,Good.
P,great.
N,dpt mnyeri & mnjelaskn lg gmbar.
P,Awesome.
P,Great!
P,nice.
P,Cool app to create albums.
N,N.
P,Great.
P,I think is the best photo app in store.
N,;).
P,Amazing foto editor.
N,Im looking good with this camera.
P,superb.
N,Hayhay.
N,;-).
N,Looks good for now.
E,Easy to use.
E,Like the effects.
P,Nice app.
P,Love.
N,Fun app but can be better.
P,I love it.
P,Love this app the best.
P,I love 360 cam.
P,Yas love it!
N,Li.
P,i love this app :-*.
P,Great!
P,Nice.
P,i love this app.
P,Best cam app.
N,Camera.
P,like.
P,Nice application.
P,Just awesome.
N,Gud.
N,"So dissapointing , when i tried the video effect it actually hang up my phone ."
B,", pls fix it ..."
N,Pictures.
P,I love this apk very much.
N,I prefer to my friends also.
P,Great.
N,Mlayan.
P,Love it: -).
P,Good.
P,Nice.
P,I love this cam...;).
P,This app is so amazing.
N,I really like this apps it make me satisfied.
N,auz.
N,Cannot take any picture after my tab upgrade to 4.4.2.
P,Good.
N,Like magic.
P,perfect.
P,Love it.
P,V good.
P,I love it.
N,Excellence.
E,Easy to use....
N,Survive.
N,Selfie.
E,"User friendly, great outcome."
E,Good picture nice figure.
P,great app :).
P,Awsome app!!
N,Its nice app.
P,Like it.
P,I love this app!
N,So smooth.
P,...and i love this even more.....!
N,i cant move it to my external memory thats why it always not responding .
N,help pls ?
N,Ok.
N,I can't to install this app ahh !!
P,Great app!
P,Good app.
P,Good.
N,"After I Install this applications, it's functional for a few days, after that it's facing a problem like every time I take a picture and look back into the 360 gallery, it does not show any picture except the symbols of gallery."
E,Edited picture also is unable to be save.
B,"The only thing that is shown is a symbol of ""Processing clock""."
N,Developers need to do something about it.
N,I'll give 1 Star for that problem.
P,Works very good.
P,Love it!
P,Nice.
N,Clear pics all you need.
N,Rock.
P,Perfect.
P,Love it.
P,Its sO nice.
E,Super smooth click with effects I like ittt.....
P,Nice app.
N,Wouldn't it download.
N,Bagus jadi nya.
P,Such a great app.
P,Nice Camera.
N,I love this apps .....BT ...:( not dwnloadng in my phone ....plzzz help me ....android 4.2.
E,Easy to use.
P,Greatt!!
N,I.
N,Don.
N,Camera 360.
P,Nice.
N,I really like camera 360 ultimate but I can't install in my phone  how can can I install it my phone is android 4.3 o+ now my rate is 2 star only.
P,This is so cool.
N,Thumbs up!
N,:).
P,Love.
P,Good.
P,Love it!
N,Cutie.
B,im really love this app but my phone is android please help me...
P,Love it.
P,Nice!
N,This apps makes me beautiful.
N,Even I am really beautiful in person.
N,Joke!
N,But nice one.
P,I really appreciated it.
E,"Great app, beautiful picture."
N,Cffg.
P,Ma frends told me it is da best photo editor......
P,Nice I love it!!
P,love this much?????
N,So addicted to it!
P,yup cool....
E,"It's useful and handy,."
R,Why don't in android like lumia series camera option like diffent shots at a time when object is moving.
E,"It is now crashing often especially when using back camera and the new idea isn't really good, maybe resolution isn't that good now, got slower too."
N,Older version is even better.
P,I like this.
P,Greaaat.
B,"Please fix effects ""cartoon""."
P,Good.
E,Great effects!
P,Very good app.
N,android.
N,Just ok.
P,I really loved it!!!!!!
P,Good.
P,Awesome.
P,AWesome app.
N,Why its not installing on my android v4.2.2.
N,The app kept on having problems!!!
P,super love it!
N,now i can say that i really enjoy picture taking.
N,thanks!
N,5 stars.
P,Nice.
P,I love it.
P,So awesome.
P,I really like camere 360.
P,My gf like it.
P,Good.
N,Epic.
N,Y.
P,I love it!
N,:-).
N,Why I can't install this app .
N,I have many free space !
N,Please help me ...
E,This app has amazing effects lovelyyyyy.
N,Yeah.
P,Okay.
N,Thanks to d developer.
E,The back cam doesnt work properly.
B,please fix it.
P,Loooooove it!
N,Tiptop reee.
N,It's good but the memory is too big.
P,Cool.
P,good.
P,I love camera 360.
N,thats all.
P,Very good app.
N,Thumbs up.
N,Uploads files on cloud without user permission.
N,User must be asked whether we want to upload or not?
N,Work in lg optimus g pro kitkat.
P,Nice I love it.
N,(Y).
N,Saya sukakanya.
P,I love it.
N,Thanks for make this more usefull....
E,"I just install Decades, V2 Lights, Starry Nights and Magic Sky effects and they are not working, I'm using Samsung Galaxy S III how will i fix, pliss help."
P,good.
P,Cool.
N,Selfie at d bus.
E,Very useful for editing pics....
N,Magnifico.
N,Untuk version lama ...
N,I hate it !!
N,It said error while downloadinggg.
N,This deserves 6 stars :p.
P,I really Like this app!
N,Ok sya.
P,Great app....
P,V good appp.
P,Like.
N,Terapong dalam angn jauh...
N,I can't install  it......
N,I dunno why when I updated it have virus and my anti virus say it should be removed from my device.
B,Please fix it I'll be give you 5 stars then.
P,Owesome!!
N,M.
P,Nice.
P,Like.
P,Nice n cool.
E,very nice and suffecient.
P,its great app.really usefull.
R,Photos can't be save to extsd.
N,For thow who can't download.
N,Sedot ganssss.
N,Gass poll.
N,Gago.
N,Delay album loading.
N,keren.
P,It is a good app I like using it.
P,It is cool.
P,Best.
P,amazing camera i lovr it.
N,Loadiing.
B,When i use camera360 my front camera did not work...please fix it and i give a 5 star.
N,High five!
R,I hate it a bit because it doesn't do video recordings.
P,Love this application...
P,I love it :-).
P,Great app.
P,Good quality.
P,I so love this app that I wouldn't trade this to other apps around!
N,Bila kau rindu ak.panggil namaku .
N,ku datang menemui muuuuu.
P,Good.
P,Amazing.....
P,Good application.
P,Good.
N,Its good in iphone not in galaxy y!
R,There should be an auto save option.
N,Not like every time I have to save it.
B,"When you ask some stranger to click a pic for you, he won't press save."
P,He will just click.
P,Lost a few pics like that...
P,Good app for android.
P,Best gak la.
P,Love it.
N,Really liked this app but me security software is continously giving red mark so can not Install and give 5 stars .
N,Plz look in to this.
P,Like it.
P,Nice.
P,Good.
P,Great photo app!
P,I love it.
N,Sekolah.
P,Good.
N,nyc graphics n effects....gives a pucture quality...gud one....
P,loved it.
N,...;-).
E,"This apps is great,just a little problem with the effects."
P,I like the old camera360.
B,Please fix it.
P,Nice app.
N,Itx xoo gwd....
N,just like a professional photographer.
N,It won't even download far enough for my galaxy s4.
N,Irshad.
P,Good.
N,"What ever you say, this application have been make me feel nice."
N,Lk it.
N,For me ths app is ok.
N,juz tht.
N,thnx...
R,Hope you create make up tools and more backgrounds I want to use it in my wedding party.
P,Ilike it very much.
P,Like its so much.
P,Great.
P,Verygood.
P,Always good.
P,Superloveit.
P,Very very amazing.
N,It iz awsome.
N,I jzt luv it.
N,Jux lyk.
N,Dis camera it beautify you even though if ur face is ruff.
N,So I luv it too much.....
P,Its awesome.
E,Very helpful.
P,Good application.
N,What makes a developer think they can send me recommendations for apps to buy from them just because i have one of there apps installed?
N,If I was in the narket to spend money on an app I believe I can do the research myself on what add ons etc.
N,I would want.
N,"one way to prevent this is ummmmm,UNINSTALLLLL."
N,LAYT'Z.
P,Real cool.
N,Anyone experienced the same?
N,i always got blank picture.
P,like.
N,all black only.
P,its was good at 1st.
N,then when i back to Gallery.
E,the picture just... black.
N,-.
N,"- bcos of that, i gave u 1star."
E,Pls add some important features like spects moustache and funny things un the end best application.
P,GREAT FEATURES AND I JUST LOVE IT.
P,It is the best camera app ever!
N,And it is keep getting better.
E,"Great camera and love the filters, it would really cool if you could add a filter for eye color."
N,S3.
N,it crushes evry now n then when i swith to primary camera on android 4.2.2 kitkat.
B,plizz fix this prob 4me.
N,"I can't download starry night, v2 lights, magic sky and decades."
P,Overall good.
N,I have'nt try it yet but i think it is great app :-).
P,Excellent Great Nice Wonderful Easily.
N,nice upgrade my camera...
B,Fix it faster!!!
N,i cant download it.
N,Camera 360.
P,Superb.
P,loved it :).
P,Nice camera.
P,Like it...widia.
N,I cant install it.
P,but i like this apps.
P,Good!
N,:-D.
P,very good.
P,Excellent !!
E,Love the new and enhanced interface.
N,GP.
N,Kerana ramai menggunakannye.
P,Very good app...
P,Love it.
P,Good.
N,lyk it.
P,awesome!
N,:-).
P,Super.
P,Very good app.
N,Mmg terbaex.
P,Cool.
P,I LOVeee this.
P,The best camera app I've ever seen.
N,SEXY AS HELL.
N,Ok.
N,oke...
N,I can only use 6MP for smooth camera experience.
N,;( please update....
N,Thanks much!
E,Excellent.
N,Can't save in ext storage.
P,cool app.
N,"Been using this since it first debuted back when I had my first droid years ago, there's a reason for that ;), the best."
P,the best.
P,My front camera is not good.
N,It can make me pretty.
N,Not bad.
P,Nice.
N,Ok.
N,I want to learn more.
P,It so amazing.
P,Cool pics :).
N,No comment.
P,I like it!
P,Very good aplication...
P,Nice app.
N,Boleh makan la....
P,still famous.
N,Ist Oke.
P,Pics come out perfect.
E,The best camera ive had and nice easy photo editing.
P,Nice tools for improve image.
E,Real nice options.
N,Dont ever Uninstall This.
N,Its Too Good To Be Uninstalled Or Rated 1 or 2 Stars.
P,"If u love photography, u must use this app."
E,Easy to make awesome photos.
P,Love more this app.
N,Lumayan.
N,grt.
R,Could use a mirror filter and a flash for the front facing camera on the screen :).
P,Good.
N,Rating.
N,?????????????????????????????????????????????????????????
P,Camera is good and makes perfect....
B,Love the app but why is it when i use flash on my phone it always blinks and blinks but iam not clicking it.
P,I like it.
P,nice apps.
P,Love to use this cam.
P,Love it....
P,Good till date.
P,Good.
P,Owkey lah... Best Sgt!!!
N,Hehe.
E,The best camera app and easy to use.
P,Nice.
N,Camera.
N,Gud.
P,Really love the way the app is designed few of the best modes magic sky and HDR feature.
N,"Try to click pictures in this mode when you want to click the sky along with other props, it just creates magic."
P,awesome.
P,Amazing app.
N,Mantap.
B,No crashing anymore!
N,Keep it that way!
N,It's my day-to-day selfie app!lols.
P,The Best App.
N,:).
P,So far so good....
P,Wonderfulllll.....
N,It's nice.
P,Great app.
E,"V5, lots of good changes, better UI, more responsive, faster auto focus and all around optimization."
P,Best ever.
P,Its good apps n I always use it when I click pics.
P,Perfect.
N,Need us to update ourselves to version 5.0.
P,Awsom app.
P,Best photo app ever.
P,i love it.
P,Awesome!
P,I really loved it so much.
P,Clear.
P,Awsome.....
P,Best App.
P,:-) good.
P,Super Excellent.
N,Thanks.
P,Amazing.
N,Satisfied.
N,Please update with material design.
P,Best app ever.
N,Thank u..
N,just installed feels good.
P,Love it.
P,GoOd.
N,bEtTer.
P,bEst.
N,!!
N,not too bad but better.
N,Keep up the good work :).
E,Just loved all filter...
N,????????????????????
N,????????
N,....
P,Nice.
P,Best camera ever.
N,Ok.
P,"Please provide menu move to sd card, because i love this app but so large of memory."
P,Love it.
N,Ok.
N,I recommend to download this app.
N,Nice camera app.
N,K.
P,Good app.
P,Its good works and perfect.
N,muwah?
B,"Although 75% Good, but it's lag when scroll , pls fix it , thanks."
N,Magic surpice take photo.
P,Good.
N,Ok.
N,installed.
E,User friendly.
P,Amazing app.
E,"I love how this app can function as a regular camera app (making regular photos pop) or as a portrait camera, a selfie camera, a camera just for fun, an artistic camera... Endless possibilities!"
P,And the best thing is that it delivers great results no matter what you use it for!
N,(and it's all free too!)
P,This app is amazing.
E,I have just stopped using my cells cam... The effects for editing are great...The best photography app till date....
N,Kontol.
P,Love this app thanku.
P,Like it?
P,Bestest app for photos.
P,This is perfect.
N,Exactly what I needed.
N,Thank you!
N,(New update 8-19-14: Camera quality look blurred.
B,Please fix.
N,Thanks forvthe updates.
P,I just love it.
P,Nice camera.
P,great.
N,Why it need running at background even I am in use.
E,Starry night effect its soo cool.
N,Finally!
R,Can take puctures without the annoying shutter sound!
P,The perfect app.
E,love the effects.
P,AMazing aps.....
P,I love this app very much.
N,Size too big.
P,Awesome ').
P,nice.
P,Good app.
